cycle_1_lane	cycle_2_lane	cycle_3_lane	log10_K	survival_rate
3	11	7	2.224647934839673	4.7176451533585466e-12
3	11	8	2.1727180366952354	3.2957951026403086e-12
3	11	9	2.209538043893429	4.250138380171131e-12
3	11	10	2.035077175903859	1.273767862215103e-12
3	11	11	2.964888307188521	7.824629478556003e-10
3	11	12	3.4972484071403676	3.073672436385937e-08
3	11	13	2.495419145561301	3.060904751067776e-11
3	11	14	3.7247232561140335	1.46985888213573e-07
3	11	15	2.113147477697524	2.184104327341683e-12
3	11	16	2.977661587582128	8.545702851597864e-10
3	11	17	5.217991723057543	0.0028495844569351157
3	11	18	2.1792783754251746	3.448563832625267e-12
3	11	19	4.238427051682843	4.9307681062904e-06
3	11	20	3.2623578609560773	6.091047635591451e-09
3	12	1	3.1116298484964315	2.1538025361476506e-09
3	12	2	5.323928495652293	0.005278834094219843
3	12	3	4.637930168892064	7.217437351989887e-05
3	12	4	2.6816049813523737	1.1071059537067142e-10
3	12	5	2.591521235922381	5.943676283226352e-11
3	12	6	3.2853196837843957	7.135892231506819e-09
3	12	7	2.4910193889121137	2.9693039333279825e-11
3	12	8	4.270732465948067	6.1393088709184675e-06
3	12	9	2.6209953238288635	7.285203822233626e-11
3	12	10	3.7410647359277736	1.6445097524086751e-07
3	12	11	4.310641687111135	8.045498808196167e-06
3	12	12	3.1654468544229175	3.1220147456062733e-09
3	12	13	2.5756078484769263	5.32516758231553e-11
3	12	14	2.1078278249839832	2.105312064270675e-12
3	12	15	2.0856473807646085	1.8062732933738608e-12
3	12	16	2.710214055364956	1.3488815347509555e-10
3	12	17	3.453263726593999	2.270370311495645e-08
3	12	18	3.528975629228662	3.8241064379843096e-08
3	12	19	2.1207951866376096	2.3025735047724e-12
3	12	20	3.830039319976061	3.0292717701694966e-07
3	13	1	4.591615807001549	5.308094802171635e-05
3	13	2	3.2261872947435424	4.746466875615041e-09
3	13	3	2.375713622155686	1.3391568056737925e-11
3	13	4	2.988647198363916	9.218769294190504e-10
3	13	5	3.491423237995705	2.952816453344453e-08
3	13	6	3.2109623957946827	4.273376814716386e-09
3	13	7	2.8972981123349753	4.907567076105948e-10
3	13	8	3.4220550665247336	1.8311611009780233e-08
3	13	9	3.160104439012202	3.0090609519012095e-09
3	13	10	3.25173066117216	5.660671016474675e-09
3	13	11	2.424499380985811	1.875650541915531e-11
3	13	12	4.338046545160927	9.684298492875454e-06
3	13	13	2.555023970318448	4.6195996057278433e-11
3	13	14	3.1956783388400383	3.845848163822746e-09
3	13	15	2.8032058869640855	2.56324293678777e-10
3	13	16	2.352431000216143	1.1402490448321044e-11
3	13	17	4.4357414347224	1.871397325702496e-05
3	13	18	2.175876765948642	3.368487782209169e-12
3	13	19	2.1009331965379605	2.0074060275277326e-12
3	13	20	2.766759981640595	1.993052207177107e-10
3	14	1	3.134114545371823	2.5151886900131195e-09
3	14	2	3.850614559775921	3.488506186080707e-07
3	14	3	2.3711420768896514	1.297537854080847e-11
3	14	4	2.7673725282401263	2.0014983694774034e-10
3	14	5	3.00953383766126	1.0648057605722079e-09
3	14	6	2.6372102558526467	8.148277338204512e-11
3	14	7	2.7366474314585383	1.6189446694519801e-10
3	14	8	4.672914835316141	9.094824840074192e-05
3	14	9	4.111213917708645	2.0745226152784576e-06
3	14	10	2.6750494139389445	1.058112528276452e-10
3	14	11	3.7985533866989085	2.4405769932166647e-07
3	14	12	2.0524339110453376	1.4360009722068026e-12
3	14	13	3.7877306501951544	2.2658163945627203e-07
3	14	14	3.524468022088328	3.707255129443779e-08
3	14	15	3.4410129988918006	2.0866381028504755e-08
3	14	16	6.622178929258	0.5261622782353318
3	14	17	3.2919040000865647	7.467288201122487e-09
3	14	18	2.76215197826917	1.930646211693995e-10
3	14	19	2.5387813481370385	4.1294634874394415e-11
3	14	20	2.9480642944127657	6.966864497699414e-10
3	15	1	2.0927873137354838	1.8975823380449325e-12
3	15	2	3.1484348315482737	2.7763360527380327e-09
3	15	3	2.537372477002169	4.0894836443081984e-11
3	15	4	4.027836624988741	1.1740649666974614e-06
3	15	5	3.198901066928447	3.932286157942587e-09
3	15	6	2.64205235424442	8.425307584955731e-11
3	15	7	2.9634877384040403	7.749361855305077e-10
3	15	8	2.200794378887225	4.001071219400187e-12
3	15	9	2.296119278332954	7.728589020059687e-12
3	15	10	2.4158990710570927	1.7674933352370782e-11
3	15	11	3.2114803899845272	4.288670185878103e-09
3	15	12	3.6113159567452913	6.739612393112516e-08
3	15	13	3.3809683415113008	1.3796737703141387e-08
3	15	14	4.054103719683784	1.4048719089844753e-06
3	15	15	4.201358211655753	3.832865512418815e-06
3	15	16	2.6972006800208206	1.23297255148797e-10
3	15	17	4.141070032183775	2.5427551117091025e-06
3	15	18	2.2643440082604127	6.205725732337528e-12
3	15	19	4.177210776031837	3.252254359478112e-06
3	15	20	3.536016553637923	4.014033593532158e-08
3	16	1	2.4070940726695147	1.6632196266213022e-11
3	16	2	2.8008996597388593	2.522757296482593e-10
3	16	3	5.495463427745356	0.013541100582111363
3	16	4	5.353713052106233	0.006250090713676739
3	16	5	2.396507988537665	1.5459639320507768e-11
3	16	6	2.2441013611084966	5.396044714939701e-12
3	16	7	3.1272650718182704	2.3991084300048306e-09
3	16	8	3.703014863973312	1.26615173667415e-07
3	16	9	3.7622106009724865	1.9015946209129817e-07
3	16	10	3.0312727920733096	1.2371403326944041e-09
3	16	11	2.926918788557199	6.020821291701131e-10
3	16	12	2.0345368639392776	1.2690230979931457e-12
3	16	13	3.1932991988518586	3.783257189530005e-09
3	16	14	2.875913250830333	4.2340992968169313e-10
3	16	15	3.5034937043510355	3.208738772111518e-08
3	16	16	2.0584711078741584	1.497146387788346e-12
3	16	17	2.8402474744089314	3.3100979580038543e-10
3	16	18	4.000890781358575	9.76521336832382e-07
3	16	19	2.7141249105567065	1.3857992784713616e-10
3	16	20	4.268665604258034	6.053857179508089e-06
3	17	1	3.543344435133241	4.221713332701372e-08
3	17	2	4.54478178347663	3.885544035171276e-05
3	17	3	4.596890626891333	5.497496063738977e-05
3	17	4	3.911833760332393	5.307737139304197e-07
3	17	5	2.5905488699571086	5.9039026425692e-11
3	17	6	4.723718947547478	0.00012704447168045523
3	17	7	4.125893178275217	2.2928985092593764e-06
3	17	8	3.9213202039964163	5.664163739228715e-07
3	17	9	4.493413654410743	2.7560014912297092e-05
3	17	10	3.322190167495261	9.20105229801952e-09
3	17	11	2.978293458396953	8.583049157712704e-10
3	17	12	5.460609657308487	0.011252888293052165
3	17	13	3.901576007955524	4.947461375646262e-07
3	17	14	3.479267938653091	2.715699466613924e-08
3	17	15	2.190410225351558	3.724163233534162e-12
3	17	16	2.1372661168276874	2.57999962801022e-12
3	17	17	4.3030454239362745	7.642174179000313e-06
3	17	18	4.1423508285495005	2.5650415469918397e-06
3	17	19	2.158052061366286	2.9783018854283684e-12
3	17	20	4.352631196039779	1.0687447732131175e-05
3	18	1	2.7714911573806003	2.0592253034289976e-10
3	18	2	5.362813541331233	0.006578329398106445
3	18	3	5.005534519597573	0.0007778705240313445
3	18	4	2.754741906807448	1.834362747715711e-10
3	18	5	4.068068578774204	1.5454485621440617e-06
3	18	6	2.3433725979192683	1.0711013419658944e-11
3	18	7	3.7772745167630744	2.1088480066748114e-07
3	18	8	3.7159230443474454	1.383607601514854e-07
3	18	9	2.810277056248423	2.6914709179772373e-10
3	18	10	2.5831800948147845	5.61101457833669e-11
3	18	11	2.204792524729966	4.113095624945344e-12
3	18	12	3.39582517994718	1.5284040480309774e-08
3	18	13	2.13533072773584	2.5457413139589462e-12
3	18	14	3.2936616825475222	7.558326236569233e-09
3	18	15	3.1863428676954197	3.6060283098760883e-09
3	18	16	4.690724820692079	0.000102276029610195
3	18	17	3.9063973051801977	5.113653245022434e-07
3	18	18	2.2192304515043335	4.544389318402087e-12
3	18	19	3.547636603249046	4.348306881542331e-08
3	18	20	2.400909697280789	1.593680201411407e-11
3	19	1	2.3226433236989728	9.282311254366396e-12
3	19	2	4.259601909466667	5.692874531743201e-06
3	19	3	3.3052570238540957	8.187333329198954e-09
3	19	4	2.410666180872588	1.7047597346785986e-11
3	19	5	2.1467313292384165	2.7543006415870676e-12
3	19	6	3.8911192587540793	4.6052937328069964e-07
3	19	7	3.473311472144769	2.6065475610226697e-08
3	19	8	2.085486297648634	1.8042647742591115e-12
3	19	9	2.617020678495468	7.087983993231008e-11
3	19	10	3.259110373530649	5.956172399382902e-09
3	19	11	2.578386994186175	5.428346603486881e-11
3	19	12	4.519923349696761	3.291044828499161e-05
3	19	13	3.5244474932705154	3.7067312007641386e-08
3	19	14	2.8759581504189615	4.235411742654778e-10
3	19	15	3.0637617016410443	1.5480217359395977e-09
3	19	16	2.341637226121648	1.0583409326986721e-11
3	19	17	2.159378487274801	3.0057123844529286e-12
3	19	18	3.022063989599992	1.160972422550638e-09
3	19	19	2.907113941927371	5.251583088907108e-10
3	19	20	3.500220048605134	3.1372164661818636e-08
3	20	1	3.00954716430959	1.0649036880409356e-09
3	20	2	4.179111161270335	3.2945872252490856e-06
3	20	3	2.980379441710445	8.707502108931709e-10
3	20	4	3.8927813799578797	4.658060437083014e-07
3	20	5	3.567433973145186	4.983088841848265e-08
3	20	6	3.9360133985393198	6.263895224138029e-07
3	20	7	2.6758642415226337	1.0640822089849443e-10
3	20	8	2.9192123684772042	5.708944573406452e-10
3	20	9	7.600620618635501	0.9283738809255583
3	20	10	2.1951973124843693	3.84935292864212e-12
3	20	11	2.454872320306419	2.313373032281954e-11
3	20	12	2.4264913282628764	1.9016306879982694e-11
3	20	13	2.298944249985955	7.880857005789859e-12
3	20	14	3.9008853733903885	4.924100210520741e-07
3	20	15	4.206511292317872	3.969533497656552e-06
3	20	16	2.9129118651067643	5.466003223259335e-10
3	20	17	2.4538241926594875	2.296688947895531e-11
3	20	18	2.1814891788046524	3.501625325895731e-12
3	20	19	4.166912483979868	3.0320897899138646e-06
3	20	20	2.6461404647941746	8.666519019125512e-11
4	1	1	3.7270530545455913	1.493578493806748e-07
4	1	2	4.439640962593678	1.9211117845670447e-05
4	1	3	2.1034166502479543	2.042135910875952e-12
4	1	4	2.7751155764264865	2.1114007697257094e-10
4	1	5	3.6528551050585536	8.968509930577478e-08
4	1	6	3.2080334812793585	4.187922698943205e-09
4	1	7	3.515558390185417	3.486677657657023e-08
4	1	8	4.746477853399643	0.00014747329098729206
4	1	9	4.300639940650909	7.518691073411696e-06
4	1	10	4.271110304021114	6.155059184563988e-06
4	1	11	2.167621174706847	3.181792694207093e-12
4	1	12	2.6079112207617	6.655880974458709e-11
4	1	13	2.956429455332883	7.380918059131605e-10
4	1	14	3.4274024754938868	1.899880287093277e-08
4	1	15	5.347197594774546	0.006024464854833423
4	1	16	2.7880649835385256	2.3088483898135312e-10
4	1	17	2.7051526961509778	1.302559209616707e-10
4	1	18	3.069419820380798	1.6096507130009552e-09
4	1	19	2.327534336058399	9.601212083589345e-12
4	1	20	2.9303792834090023	6.166353530593058e-10
4	2	1	3.051922522148997	1.4265928673225333e-09
4	2	2	2.0667425972859834	1.5851700896472993e-12
4	2	3	3.1171709514013783	2.237729502214384e-09
4	2	4	3.706236502590434	1.2944997159991168e-07
4	2	5	2.496162224915867	3.0766518556069744e-11
4	2	6	2.782054403443518	2.215004748513758e-10
4	2	7	3.999807101734266	9.693104888716002e-07
4	2	8	3.3986085187909394	1.5579998349618167e-08
4	2	9	2.2808868337372865	6.956835883400524e-12
4	2	10	3.100133961470157	1.989583531879801e-09
4	2	11	3.867089434294426	3.905796008973921e-07
4	2	12	3.2775502729085932	6.763702942574124e-09
4	2	13	2.9529199110444404	7.204290684545478e-10
4	2	14	4.392373168229415	1.3975028482487992e-05
4	2	15	3.111672646800768	2.1544385583233004e-09
4	2	16	2.0925698812837124	1.8947347175417036e-12
4	2	17	2.8203233722475183	2.884755125513346e-10
4	2	18	2.5811601446906263	5.533295466406246e-11
4	2	19	2.411208935540882	1.7111615922673026e-11
4	2	20	2.66732400110282	1.0031513988607472e-10
4	3	1	2.8327378831191323	3.142877999021372e-10
4	3	2	3.2952936031240454	7.643843188307265e-09
4	3	3	3.3166723642408624	8.857650853164471e-09
4	3	4	3.5324172614628297	3.915794980581684e-08
4	3	5	2.340129174901041	1.047375549461269e-11
4	3	6	3.3611969114924243	1.2039298881160173e-08
4	3	7	2.8780284586826275	4.2963720805008374e-10
4	3	8	2.4016176956795343	1.601491498666816e-11
4	3	9	2.0631463223010806	1.5462805634989588e-12
4	3	10	2.2589405109832974	5.978401060432238e-12
4	3	11	3.5616591598058758	4.7889193307160654e-08
4	3	12	4.272322005030452	6.205840746950144e-06
4	3	13	2.147647972458051	2.771793596165167e-12
4	3	14	3.3949850905025754	1.519582066003431e-08
4	3	15	2.58887847346025	5.836197030040486e-11
4	3	16	2.9912265223546104	9.38433202832501e-10
4	3	17	2.538663650319002	4.126108642946469e-11
4	3	18	2.0385011070023435	1.3042503521561618e-12
4	3	19	2.7566772965981743	1.8590372209631685e-10
4	3	20	3.5495854592443243	4.407031446950115e-08
4	4	1	3.693329423725757	1.1846054654044283e-07
4	4	2	3.2955775930381854	7.658823478178894e-09
4	4	3	2.6762054286628922	1.0665918435620515e-10
4	4	4	2.4165124816089514	1.7749966462559205e-11
4	4	5	3.1899100049820186	3.69584769690158e-09
4	4	6	2.9439744954007105	6.772964395277531e-10
4	4	7	2.4880425112211872	2.9088865026407987e-11
4	4	8	2.074093584909636	1.6677319108490336e-12
4	4	9	3.3904610889859015	1.4729418347834626e-08
4	4	10	4.083551369557343	1.717735680365581e-06
4	4	11	2.502000321603841	3.2032226047610536e-11
4	4	12	2.5411694491698444	4.1981258194987223e-11
4	4	13	2.9379046784683083	6.495090730701448e-10
4	4	14	2.555755329015976	4.6429886688210134e-11
4	4	15	2.357364139876417	1.1797657558394116e-11
4	4	16	4.734531400569168	0.00013637760050806558
4	4	17	2.090035142860596	1.8618519149612287e-12
4	4	18	2.1604686237728634	3.028428730695753e-12
4	4	19	2.214137399360328	4.387315737384075e-12
4	4	20	2.5501650111349283	4.4671718437533627e-11
4	5	1	2.393245818490485	1.5115247964205163e-11
4	5	2	2.341080787998309	1.054281644309294e-11
4	5	3	4.012157263640544	1.054730518473957e-06
4	5	4	3.1974008895096704	3.891810394179525e-09
4	5	5	3.6568091541490144	9.215716415843334e-08
4	5	6	2.6735079336123553	1.0469106045901342e-10
4	5	7	3.3750942050946735	1.3249392951115215e-08
4	5	8	2.5425584495432614	4.2385860161278716e-11
4	5	9	3.600695208895627	6.26470715899558e-08
4	5	10	3.1277586372793635	2.407290986967237e-09
4	5	11	3.8570552583947584	3.6460663498813625e-07
4	5	12	3.098007740155398	1.96061136902075e-09
4	5	13	2.764274640844529	1.9591468735208144e-10
4	5	14	2.251291440466226	5.6707690846669605e-12
4	5	15	3.5048959617295643	3.2398711961483194e-08
4	5	16	2.412724073514782	1.729160333312056e-11
4	5	17	3.4281069702888023	1.9091237345760432e-08
4	5	18	2.507110762715266	3.318283947662203e-11
4	5	19	3.5738608310013005	5.208440749119206e-08
4	5	20	3.6449538434482056	8.494183828785811e-08
4	6	1	2.018197293165764	1.1335900442369713e-12
4	6	2	3.6338981003488464	7.872241190112344e-08
4	6	3	2.18180146855596	3.509186109701969e-12
4	6	4	3.434299387660935	1.9923302248818687e-08
4	6	5	2.8940394769568094	4.798417366970715e-10
4	6	6	2.1940975982179913	3.8202264298916845e-12
4	6	7	3.877757339732847	4.202197487308816e-07
4	6	8	4.256012650995311	5.555911572562297e-06
4	6	9	2.302627986174508	8.083928199736905e-12
4	6	10	4.117192416119847	2.1608437380281674e-06
4	6	11	4.534866143022711	3.6366492264484143e-05
4	6	12	2.3982944689368133	1.5651553885946567e-11
4	6	13	2.2393130071641023	5.220510622456126e-12
4	6	14	2.606429821484655	6.588144970269691e-11
4	6	15	3.397886650753644	1.5502695169126488e-08
4	6	16	4.385305240392256	1.3324644179467167e-05
4	6	17	2.12573417117958	2.3824757501722977e-12
4	6	18	4.463011486712844	2.2476900906336002e-05
4	6	19	2.897492521750788	4.914156828934998e-10
4	6	20	2.4341438552938715	2.004830110450662e-11
4	7	1	2.5358522010875393	4.046776472844218e-11
4	7	2	2.5595093469357253	4.7649199858616146e-11
4	7	3	2.378074882453903	1.3611736298824695e-11
4	7	4	3.3924770920810783	1.4935464940674994e-08
4	7	5	6.089174507576232	0.16742388448547313
4	7	6	2.8542428421766877	3.645838553978129e-10
4	7	7	3.56804368633289	5.004043011894613e-08
4	7	8	3.270640205458477	6.449012482188732e-09
4	7	9	3.4351330353402973	2.0038051116963375e-08
4	7	10	2.2492864201052627	5.592783040033191e-12
4	7	11	2.114600319492722	2.206131208253052e-12
4	7	12	3.2992185999570642	7.853503821755807e-09
4	7	13	3.659316951300334	9.376017585964875e-08
4	7	14	2.908069551946559	5.286335905597913e-10
4	7	15	2.775964967363273	2.123818157773384e-10
4	7	16	2.0257539725682556	1.1943281725258335e-12
4	7	17	2.9931528217863312	9.50991407938832e-10
4	7	18	2.238424043028328	5.188556538967142e-12
4	7	19	2.264071173373281	6.194043105095814e-12
4	7	20	3.0718115565240223	1.6364337299680067e-09
4	8	1	2.7319199712062057	1.5669578454100973e-10
4	8	2	3.2831199912638938	7.028487514636442e-09
4	8	3	2.4708289775046874	2.5828652342296944e-11
4	8	4	6.50589002194218	0.44282315650270004
4	8	5	3.2074304618839617	4.170542129062845e-09
4	8	6	2.2172070743715104	4.481324593300357e-12
4	8	7	4.54720055159035	3.9487687854387113e-05
4	8	8	2.442401031583907	2.1224736701909145e-11
4	8	9	3.9123529084681814	5.326650885812952e-07
4	8	10	4.718133269364067	0.00012247177349310474
4	8	11	3.911589786253944	5.298871757362912e-07
4	8	12	2.402944930927602	1.6162380921383398e-11
4	8	13	3.1448689006342088	2.7088765525396806e-09
4	8	14	4.803060946760786	0.00021326465912528163
4	8	15	2.6863320603998035	1.1438355149474229e-10
4	8	16	2.2895909073467364	7.387864881482139e-12
4	8	17	3.576465518918358	5.302644627565495e-08
4	8	18	3.419048331634018	1.7936183681663533e-08
4	8	19	2.8658651203009233	3.950381358357718e-10
4	8	20	2.0717599530970467	1.6410664668749843e-12
4	9	1	2.3995799100531823	1.5791115790182402e-11
4	9	2	2.772381403351774	2.0719202036344105e-10
4	9	3	2.3556453374637245	1.1658442910408051e-11
4	9	4	2.27579936214246	6.716642605385439e-12
4	9	5	3.7231780414902786	1.4543348743090201e-07
4	9	6	5.167870510690138	0.0021120708102248162
4	9	7	2.3601829953906504	1.2029578796841862e-11
4	9	8	2.5265124909480807	3.794019886762519e-11
4	9	9	4.023585517376521	1.1404406730051825e-06
4	9	10	4.854030876456788	0.00029660001686264344
4	9	11	5.225530760850926	0.002979669967051278
4	9	12	3.1573326482837913	2.952076309049791e-09
4	9	13	3.441303320821511	2.090815450186915e-08
4	9	14	3.8460943124551923	3.382000953740358e-07
4	9	15	3.9948545044442394	9.370253396308969e-07
4	9	16	2.1512374988029195	2.8413710232860388e-12
4	9	17	2.263033346033788	6.149804535331735e-12
4	9	18	3.3190757510704274	9.005622920877935e-09
4	9	19	3.2053614210034196	4.111453260666811e-09
4	9	20	2.7444855870313503	1.7089664655232314e-10
4	10	1	3.2805981587278934	6.9073399402282965e-09
4	10	2	2.7160065975235366	1.4039203337052886e-10
4	10	3	3.0845790768850736	1.7871260196617696e-09
4	10	4	3.552902599648383	4.5088136467767576e-08
4	10	5	2.211399466183399	4.3051315926797456e-12
4	10	6	4.503614415404508	2.9508474134463464e-05
4	10	7	2.1703237449017716	3.2417416038013796e-12
4	10	8	2.1229657019309434	2.337352354138299e-12
4	10	9	3.249787808850705	5.58534138540796e-09
4	10	10	4.858727435386707	0.0003057147964175944
4	10	11	2.611787197530971	6.836420122838687e-11
4	10	12	2.8459279422158765	3.442471742600963e-10
4	10	13	2.6825274819156104	1.1141799981169983e-10
4	10	14	3.9568192159087974	7.222956434074887e-07
4	10	15	2.896600429393768	4.883990887919969e-10
4	10	16	3.3059089102414676	8.22420991398924e-09
4	10	17	2.29031722071235	7.425017118866563e-12
4	10	18	2.905125067460914	5.179984027452596e-10
4	10	19	5.044549889911064	0.0009925194478524375
4	10	20	2.6891682708626248	1.166455202405915e-10
4	11	1	2.2661108358061655	6.281915412785362e-12
4	11	2	3.4861776478299378	2.848052758231418e-08
4	11	3	2.506036198854233	3.293751946312459e-11
4	11	4	2.966364752587893	7.904766197556835e-10
4	11	5	3.2430998169285266	5.333607756901394e-09
4	11	6	2.1903464489494504	3.722523162331832e-12
4	11	7	4.38440259892035	1.3243776071732994e-05
4	11	8	2.5988718622624383	6.253142818331452e-11
4	11	9	2.45727864158055	2.3521367625195183e-11
4	11	10	3.0041645343471584	1.0260743460730722e-09
4	11	11	2.193463808062249	3.803540381431972e-12
4	11	12	5.479587818619896	0.012451510634226382
4	11	13	4.188026911079831	3.500630009518531e-06
4	11	14	2.0314726454326193	1.2424469753527127e-12
4	11	15	3.1142336438706693	2.192841047313096e-09
4	11	16	3.001084054938395	1.0044924559429369e-09
4	11	17	3.1011023831371007	2.0029208359121995e-09
4	11	18	2.986004244240055	9.052150744165021e-10
4	11	19	3.1778432841580484	3.4007061233416306e-09
4	11	20	4.843135024426619	0.000276463748552063
4	12	1	2.967468411066254	7.965204662853125e-10
4	12	2	3.9000456816947118	4.895845236218646e-07
4	12	3	3.4930499808129136	2.986080890888813e-08
4	12	4	2.3896141322838833	1.4740862666496816e-11
4	12	5	2.205428747883805	4.131209030500509e-12
4	12	6	3.885293277980818	4.425001990644011e-07
4	12	7	3.4682087303567557	2.516532550398014e-08
4	12	8	2.331352477019645	9.857755464364412e-12
4	12	9	2.592244984634414	5.973454307869874e-11
4	12	10	3.052395958505231	1.4312607368179496e-09
4	12	11	3.0616915753143585	1.5260678479492998e-09
4	12	12	6.047589283517707	0.1466693550437807
4	12	13	3.4943561097371942	3.013060002359252e-08
4	12	14	2.6722144560735517	1.0376024594910567e-10
4	12	15	2.7814941757007885	2.2064545937956775e-10
4	12	16	3.1129828327853772	2.174000235992567e-09
4	12	17	3.9413100646036368	6.49527733708085e-07
4	12	18	2.349195811854234	1.1150551000508071e-11
4	12	19	4.594466878128353	5.4096531445664004e-05
4	12	20	3.3753992291776713	1.3277273052456758e-08
4	13	1	4.083210964526669	1.7137495242828292e-06
4	13	2	4.195242930630712	3.6767395382189664e-06
4	13	3	2.92235364175842	5.834072212686848e-10
4	13	4	3.3687625356715634	1.2683689284584563e-08
4	13	5	3.5885860158784952	5.7638874231443835e-08
4	13	6	5.458367565412088	0.011118392544587432
4	13	7	2.786434879633268	2.2830114979159653e-10
4	13	8	3.4658048974076507	2.4752104396788758e-08
4	13	9	2.268831979853753	6.401091060029298e-12
4	13	10	2.671731524327484	1.0341484317357248e-10
4	13	11	2.558440750035252	4.729889363475496e-11
4	13	12	2.2016680652363894	4.0252876836993365e-12
4	13	13	2.0972464042540944	1.9569342592707687e-12
4	13	14	2.8383091536281793	3.266103157709483e-10
4	13	15	3.164593642519545	3.1036951072815456e-09
4	13	16	2.765485068384767	1.975587029109756e-10
4	13	17	4.410146505528671	1.5752968574784986e-05
4	13	18	3.9443635955251755	6.632521731988584e-07
4	13	19	3.913500813523418	5.368710633122865e-07
4	13	20	2.35428435309082	1.1549376031991121e-11
4	14	1	3.368373944319	1.2649767341583126e-08
4	14	2	2.520352665001668	3.6360202293884545e-11
4	14	3	2.5403912908380084	4.175627855087278e-11
4	14	4	3.0104016155180826	1.0712012345207336e-09
4	14	5	2.768110551114138	2.0117222209529195e-10
4	14	6	2.065249857084785	1.5689105007258515e-12
4	14	7	6.16213693090955	0.20775276170783513
4	14	8	3.332110168180459	9.8522273316967e-09
4	14	9	4.135307446160921	2.4448442729960146e-06
4	14	10	2.8954766323337333	4.846253251724233e-10
4	14	11	2.1256617898658448	2.381284987156376e-12
4	14	12	3.0038065936420164	1.0235429941613042e-09
4	14	13	5.7012214894891695	0.03742271680975657
4	14	14	2.613675101762203	6.926121975991268e-11
4	14	15	4.724504255271709	0.00012770066476675953
4	14	16	2.7682150564546677	2.013174150486836e-10
4	14	17	2.2216273476705397	4.620245200058414e-12
4	14	18	3.095142121114961	1.9222301460496525e-09
4	14	19	2.847690424042213	3.4846095001766227e-10
4	14	20	4.243498893229101	5.103517818038165e-06
4	15	1	2.7741842346405106	2.0978687423878197e-10
4	15	2	2.1228043911753054	2.3347496493239137e-12
4	15	3	2.669409505907132	1.0177007239556078e-10
4	15	4	3.7566806568799684	1.830724132850027e-07
4	15	5	3.695030616034067	1.1985390683036113e-07
4	15	6	2.0998503279120886	1.992448144526757e-12
4	15	7	4.006074305779356	1.0117590926292955e-06
4	15	8	2.9589538572848717	7.51063619369297e-10
4	15	9	2.833529481973025	3.160099107750428e-10
4	15	10	2.912909123191242	5.465899780153553e-10
4	15	11	2.688501485651247	1.1610974878199062e-10
4	15	12	3.58736620705314	5.7157099159171317e-08
4	15	13	2.287782790579973	7.29618181770204e-12
4	15	14	4.7413779928594755	0.00014263221680039514
4	15	15	3.2851923809217833	7.129631918867174e-09
4	15	16	2.8207098822091754	2.892462366120204e-10
4	15	17	4.871625330071293	0.00033217512413968425
4	15	18	2.144862058535998	2.7189693724810716e-12
4	15	19	3.768178669100988	1.9811551140088584e-07
4	15	20	4.225865118187989	4.527528296513305e-06
4	16	1	3.3819129271489277	1.3886837731248304e-08
4	16	2	2.2750045947265995	6.6798757927636204e-12
4	16	3	4.7895255711883085	0.00019530060209838287
4	16	4	3.7564824463332696	1.828233449278757e-07
4	16	5	4.271608269106405	6.175878386127198e-06
4	16	6	3.1836148057344285	3.5388117206321636e-09
4	16	7	2.3166793084599293	8.90774581616497e-12
4	16	8	3.9913995860645817	9.151401432998329e-07
4	16	9	4.207132694362552	3.986338182000374e-06
4	16	10	4.715876296993958	0.0001206703322549311
4	16	11	3.1476983433031602	2.7622670997499455e-09
4	16	12	3.60781850535572	6.57938187813615e-08
4	16	13	2.949347212333594	7.028824514042327e-10
4	16	14	5.287594627073124	0.004284220651317694
4	16	15	2.815393497493095	2.7882328936756474e-10
4	16	16	2.1805453274359032	3.4788728033973747e-12
4	16	17	2.9913082530973574	9.389626502027557e-10
4	16	18	2.859482132695099	3.7801062601424887e-10
4	16	19	3.373409599484341	1.3096465384763973e-08
4	16	20	2.88747543596421	4.5858642869813325e-10
4	17	1	3.726318503262037	1.486059094138879e-07
4	17	2	3.1214065673497338	2.304080953736985e-09
4	17	3	2.728312563674991	1.5284136262366465e-10
4	17	4	2.0722353392873654	1.6464637053689813e-12
4	17	5	4.484311889930702	2.5929289189677466e-05
4	17	6	2.5140447255278637	3.481037456319214e-11
4	17	7	2.5201612783041836	3.631217986085118e-11
4	17	8	2.942170646846962	6.689166243881247e-10
4	17	9	3.851842846061331	3.5180206147877296e-07
4	17	10	2.012636165475126	1.090873441340945e-12
4	17	11	5.149796679297688	0.0018937334918747476
4	17	12	2.1649494167864454	3.123617029162744e-12
4	17	13	3.454791964343206	2.2943961617091455e-08
4	17	14	3.174965228904926	3.3338639951618615e-09
4	17	15	4.034936911421899	1.2324418817412252e-06
4	17	16	5.77829944776052	0.05276812411784236
4	17	17	3.8329498601034833	3.090373852463332e-07
4	17	18	3.3115074689016906	8.547827344536883e-09
4	17	19	3.816296512698166	2.756654897154421e-07
4	17	20	2.3362108530837644	1.0194126679852745e-11
4	18	1	2.973460005447266	8.301468895718426e-10
4	18	2	2.474065035991803	2.6412349880978286e-11
4	18	3	3.122420838377295	2.3202593071570522e-09
4	18	4	2.6577404180176765	9.389207705523271e-11
4	18	5	2.8650134215573035	3.9272251461953233e-10
4	18	6	2.17406285911914	3.3265501109099434e-12
4	18	7	2.5134957119957373	3.467865085133165e-11
